id,attr_flag,state_id,city_code,age,months_since_last_purch,reg_value_per_visit,reg_value_per_item,last_6_value_per_visit,last_6_value_per_item
834,Y,S32,A212,48,1,1944.951667,1166.971,5735.59,1433.8975
835,Y,S32,A212,29,6,2597.242,1180.564545,0,0
836,Y,S32,A212,34,3,2899,790.6363636,2898.5,1159.4
837,Y,S32,A212,31,2,2060,824,600,600
838,Y,S34,A329,21,1,869.9933333,652.495,905.49,603.66
839,Y,S19,A246,28,0,1315.333333,1315.333333,973.5,973.5
840,Y,S32,A212,36,6,1304,652,0,0
841,Y,S32,A212,33,2,3235.666667,808.9166667,999,999
842,Y,S32,A154,23,1,2131.156667,710.3855556,2689.235,1075.694
843,Y,S32,A212,21,2,341.95625,227.9708333,302.25,201.5
844,Y,S32,A212,41,2,7342.048833,1235.846667,1322.26,1322.26
845,Y,S32,A212,48,1,1211.874,605.937,895.685,895.685
846,N,S32,A212,27,1,1057.822857,740.476,1207.44,689.9657143
847,Y,S32,A154,53,0,1388,485.8,1053.5,421.4
848,N,S32,A212,29,0,2866.383333,859.915,2657.15,664.2875
849,Y,S32,A212,41,4,1650,550,2890,963.3333333
850,Y,S32,A212,21,4,2903,829.4285714,2698,1349
851,Y,S32,A212,49,4,3457.3,921.9466667,2910.6,831.6
852,N,S32,A154,23,2,1271.906,1059.921667,786.715,786.715
853,N,S19,A246,34,0,1542.333333,925.4,1814,907
854,Y,S32,A154,36,0,2150.39,895.9958333,1387.7375,792.9928571
855,Y,S32,A212,24,2,1014.37,608.622,722.055,361.0275
856,N,S32,A212,30,2,3388.94,706.0291667,2237.99,203.4536364
857,Y,S32,A212,20,2,683.5,488.2142857,199,199
858,N,S32,A100,24,0,1233.423333,528.61,1048.635,524.3175
859,Y,S32,A212,35,2,2294.95,509.9888889,2584.9,430.8166667
860,Y,S32,A212,20,2,1282.24,854.8266667,1369.48,684.74
861,Y,S32,A212,23,3,1797,898.5,2490,1245
863,Y,S32,A212,22,0,3029.066667,1514.533333,3296.1,1318.44
864,Y,S32,A212,22,2,207.5,103.75,207.5,103.75
865,Y,S32,A212,47,0,2058.79,643.371875,2220.975,444.195
866,Y,S32,A212,25,1,3451,690.2,5598,699.75
867,Y,S32,A212,50,2,3003.04,1501.52,1209.08,1209.08
868,Y,S32,A212,56,5,3200,640,826.5,413.25
869,Y,S32,A212,21,5,1936.1,726.0375,899,899
870,N,S32,A114,25,2,1944.7775,777.911,897.5,897.5
871,Y,S32,A212,23,6,2301.5,1534.333333,0,0
872,Y,S32,A212,21,3,1112.5,556.25,400,400
873,Y,S32,A212,29,6,3191.333333,957.4,0,0
884,Y,S32,A150,45,4,2328,1164,2328,1164
887,Y,S32,A212,54,5,3303,600.5454545,3303,600.5454545
890,Y,S32,A212,32,1,4693.995,1564.665,4693.995,1564.665
891,Y,S30,A373,28,0,2001.5,1334.333333,2001.5,1334.333333
893,Y,S32,A212,56,1,1424.93,569.972,1424.93,569.972
898,Y,S32,A212,37,3,1605,802.5,1605,802.5
899,Y,S32,A212,43,2,3537.59,884.3975,3537.59,884.3975
906,N,S32,A212,25,0,2125.25,1214.428571,2125.25,1214.428571
907,N,S32,A154,19,2,1641.73,547.2433333,1641.73,547.2433333
937,Y,S19,A246,33,0,2115.375,1057.6875,2115.375,1057.6875
938,Y,S19,A246,34,2,1810.7425,804.7744444,786.685,524.4566667
939,Y,S19,A297,37,2,1119.315,559.6575,1324.33,662.165
940,N,S19,A297,36,2,4562.84,760.4733333,1242.68,207.1133333
941,Y,S19,A262,36,4,2828.3,1212.128571,5245.9,1049.18
942,Y,S19,A350,45,2,1701.5,850.75,1403,467.6666667
943,Y,S19,A246,34,1,1388.5,297.5357143,1892.89,473.2225
944,Y,S19,A246,40,5,2613.666667,653.4166667,3425.5,622.8181818
945,Y,S19,A350,69,0,1051.5,701,1051.5,701
946,Y,S19,A350,29,0,4151.643333,1037.910833,4379.5,1094.875
947,Y,S19,A350,47,3,1306.7,871.1333333,1495,1495
949,N,S19,A350,31,0,4789.36,696.6341818,4215.163333,683.54
950,Y,S19,A297,27,6,1876.333333,562.9,0,0
951,Y,S19,A246,40,3,4309.7,957.7111111,2199,2199
954,N,S19,A246,25,4,1518.333333,607.3333333,1649,412.25
955,Y,S19,A350,25,1,1969.25,525.1333333,3054,339.3333333
956,Y,S19,A246,48,5,1585.666667,1189.25,1899,1899
957,N,S15,A187,33,0,1026.496667,615.898,1026.496667,615.898
958,N,S19,A246,33,2,2354.531667,784.8438889,3041.586667,1140.595
960,N,S19,A034,42,5,4096.943333,877.9164286,5590,798.5714286
961,Y,S19,A246,33,2,1293.586667,485.095,1471.76,490.5866667
962,Y,S19,A246,59,4,2167.8,1548.428571,3490,1745
963,Y,S19,A009,29,4,3020.65,1208.26,3803,1267.666667
964,Y,S19,A246,57,4,1979.333333,1484.5,2295,2295
965,Y,S19,A246,25,5,1491.04,745.52,660,660
967,Y,S19,A246,33,2,1662.666667,712.5714286,2222,555.5
968,Y,S19,A350,32,3,3177.9275,1815.958571,1500,1500
969,Y,S19,A350,39,3,3208.625,802.15625,3203.25,1067.75
970,Y,S19,A246,28,5,2438,812.6666667,2503,834.3333333
971,N,S19,A246,28,1,1645.1475,548.3825,2143.795,612.5128571
972,N,S19,A350,25,1,1347.869231,876.115,1278.7975,852.5316667
973,N,S19,A297,28,2,3067.5,1022.5,2120,530
974,Y,S19,A350,27,4,1913.2,637.7333333,1298,649
975,Y,S19,A246,26,2,1971,895.9090909,304,152
976,Y,S19,A350,47,1,7342.048833,868.6666667,200,200
977,Y,S19,A246,36,4,1440,392.7272727,840,420
980,N,S19,A246,19,2,3387.92,752.8711111,4450.84,741.8066667
985,Y,S19,A246,26,1,2134.666667,800.5,2134.666667,800.5
988,Y,S19,A246,40,0,4498,1124.5,4498,1124.5
989,Y,S19,A246,28,2,4035.855,672.6425,4035.855,672.6425
992,N,S19,A246,23,2,657.25,657.25,657.25,657.25
993,Y,S19,A246,27,2,2956.95,806.4409091,2132.325,852.93
994,N,S19,A246,56,2,2993.465,748.36625,3368.33,561.3883333
995,Y,S19,A246,39,4,1972.5,789,3396,849
996,Y,S19,A350,35,2,3618.315,723.663,3386.63,846.6575
997,Y,S19,A246,56,3,1864.75,466.1875,2504,1252
998,Y,S19,A262,24,2,3610.59,902.6475,4767.18,953.436
999,Y,S19,A262,23,1,1811.623333,1086.974,1918.435,1278.956667
1014,Y,S19,A246,24,3,1220.5,488.2,1220.5,488.2
1015,Y,S19,A246,29,0,2400.615,1200.3075,2400.615,1200.3075
1016,Y,S19,A246,36,1,2542.95,1017.18,2542.95,1017.18
1017,Y,S19,A246,42,0,4074,2037,4074,2037
1026,Y,S19,A246,28,0,813,361.3333333,583,291.5
1028,Y,S01,A246,32,3,725,362.5,285,285
1029,Y,S19,A246,36,0,1508.406667,565.6525,645.01,322.505
1030,Y,S01,,44,2,1450,966.6666667,649,649
1031,Y,S19,A246,31,1,5115,2956.41,8583.07288,3778.497
1032,Y,S19,A246,30,1,610.1633333,366.098,839.49,419.745
1037,Y,S02,A155,35,3,4545,2956.41,5242,3778.497
1038,Y,S19,A246,28,6,927,370.8,0,0
1039,Y,S22,A246,45,4,3251.5,1300.6,3251.5,1300.6
1040,Y,S19,A246,32,4,713.275,317.0111111,145,145
1041,Y,S22,A246,60,1,2329.63,2329.63,4409.26,3778.497
1042,N,S11,A139,60,0,1436.752,897.97,589,589
1043,N,S19,A246,33,0,2431,486.2,469,78.16666667
1044,Y,S19,A246,46,2,1063.5,1063.5,1028,1028
1045,Y,S19,A246,30,2,2286.683333,457.3366667,2630.525,404.6961538
1049,Y,S19,A374,38,1,1346.516667,673.2583333,1017.775,508.8875
1050,N,S19,A297,26,1,2799.5,1866.333333,5000,2500
1051,Y,S22,A350,41,5,1319.333333,565.4285714,595,595
1052,Y,S19,A246,35,4,7342.048833,595.2803571,8583.07288,1086.7
1054,Y,S19,A246,25,0,3446.505,1148.835,3446.505,1148.835
1055,Y,S19,A246,24,4,2021.441667,1212.865,2231.75,743.9166667
1056,Y,S19,A246,33,2,967.5,276.4285714,1548.5,344.1111111
1058,Y,S19,A059,44,3,2611.1,746.0285714,3299,1099.666667
1059,Y,S19,A059,33,2,506,168.6666667,949,949
1060,Y,S19,A246,33,1,3392.49,678.498,1421.98,710.99
1061,Y,S19,A246,48,0,2064.115,1376.076667,1454.73,1454.73
1062,Y,S19,A246,46,0,4344.211429,478.8894488,4626.351429,426.1113158
1064,Y,S19,A246,35,1,710,473.3333333,820,410
1065,Y,S19,A350,40,3,1903,543.7142857,654,327
1066,Y,S19,A246,34,2,3698.993333,1109.698,2416.98,805.66
1067,Y,S19,A246,28,2,792.1666667,339.5,954.5,477.25
1069,Y,S19,A246,35,3,1109.705,211.372381,750,107.1428571
1070,Y,S19,A246,26,4,967.7,509.3157895,414,207
1072,Y,S19,A246,75,2,4195.085,671.2136,4860.776667,662.8331818
1073,N,S19,A246,42,0,2459.282,1117.855455,1888.505,1259.003333
1075,N,S19,A246,34,2,1481.168333,807.91,1228.505,491.402
1076,Y,S22,A246,39,1,4933.5375,858.0065217,5779,1155.8
1078,Y,S19,A246,33,6,2141.55,611.8714286,0,0
1079,Y,S19,A246,55,2,1178.396667,294.5991667,1005.19,201.038
1080,Y,S19,A246,31,2,3144.51,786.1275,1778.25,592.75
1082,Y,S19,A246,32,3,1949.122,541.4227778,2798,1399
1083,Y,S19,A132,21,6,2012.075,670.6916667,0,0
1084,Y,S19,A246,24,0,1984.64,793.856,425.93,425.93
1085,N,S19,A246,30,0,1174.5,704.7,1294,1294
1086,Y,S02,A155,33,1,4651.98,1162.995,7499.96,1249.993333
1087,Y,S19,A246,35,4,2696.75,980.6363636,3220,920
1089,Y,S19,A246,28,5,1122.5,561.25,1090,545
1090,Y,S19,A246,26,2,3991.25,1995.625,2785.5,2785.5
1091,Y,S19,A246,38,3,2395.75,1064.777778,175,175
1092,Y,S19,A246,56,3,4324.333333,1081.083333,2502,625.5
1093,Y,S19,A246,37,0,1957.3,543.6944444,1754,584.6666667
1094,N,S25,A163,27,2,1744.856,623.1628571,1157.32,462.928
1095,Y,S19,A246,37,3,3292.733333,705.5857143,2642.6,660.65
1096,Y,S19,A246,27,2,2706.403333,1623.842,1575.21,1575.21
1097,Y,S19,A246,31,0,3205.336667,641.0673333,2289.01,381.5016667
1098,Y,S19,A246,40,5,1256.8,571.2727273,2496,998.4
1099,Y,S19,A246,34,3,2676.625,446.1041667,2253.25,375.5416667
1100,Y,S19,A246,40,0,3522.666667,1321,4536.5,1512.166667
1101,Y,S19,A246,40,1,2689.033333,1152.442857,4248,2124
1102,Y,S19,A246,36,3,2855.1,634.4666667,4247,707.8333333
1103,Y,S19,A246,31,0,4188.26,837.652,3961.333333,848.8571429
1104,Y,S19,A246,38,3,2802.5,1868.333333,2306,1153
1105,Y,S19,A246,43,5,6260.975,1043.495833,7111,1015.857143
1106,Y,S19,A246,35,2,1664.884,832.442,2230.06,892.024
1107,Y,S19,A246,22,5,811.6275,541.085,902,451
1108,Y,S19,A246,26,1,1473.236667,441.971,747.51,373.755
1109,Y,S19,A246,31,2,2248.97,749.6566667,2581.94,516.388
1110,Y,S19,A246,49,2,3058.454,1274.355833,3012.756667,1129.78375
1111,Y,S19,A246,64,5,1213.785714,531.03125,333,166.5
1112,Y,S19,A246,25,5,3018.333333,823.1818182,3445,1722.5
1113,Y,S19,A246,31,2,1839,735.6,1674,558
1114,Y,S19,A246,35,2,2731.63,642.7364706,2384.52,596.13
1115,Y,S19,A246,39,5,4443.67,1211.91,2798,1399
1116,Y,S19,A246,24,0,901,450.5,1048,524
1117,Y,S19,A246,33,1,958.7633333,359.53625,1473.29,368.3225
1119,N,S22,A246,24,2,1128.25,752.1666667,1107,553.5
1121,Y,S19,A246,31,4,4395,2956.41,1295,1295
1122,N,S19,A246,35,2,1257.978333,328.1682609,1052.29,225.4907143
1123,Y,S19,A246,25,5,1351.5,901,1299,1299
1124,Y,S19,A246,24,6,4073,1357.666667,0,0
1125,Y,S19,A246,67,2,2327.37,775.79,2327.37,775.79
1126,Y,S19,A246,22,1,1990.1,442.2444444,1022.5,340.8333333
1127,N,S19,A246,34,2,2190.3,876.12,1051,350.3333333
1128,Y,S22,A246,27,4,3083.333333,711.5384615,1597.5,1065
1129,Y,S19,A246,24,4,1161.6275,929.302,280,280
1130,Y,S19,A297,27,2,2825.75,1695.45,4583.25,2291.625
1131,Y,S19,A246,38,0,4217.933333,973.3692308,3648.2,912.05
1132,Y,S19,A246,43,4,1799,514,694,347
1133,Y,S19,A246,48,4,1816.5,908.25,799,799
1134,Y,S19,A246,22,2,1327.986667,569.1371429,940,940
1135,Y,S19,A246,25,4,1201.5,801,899,899
1136,N,S19,A246,42,1,1540.5025,1027.001667,1124.003333,674.402
1137,N,S19,A246,30,1,2254.13,1288.074286,2816.26,1408.13
1138,N,S19,A246,24,2,1905.8825,544.5378571,1494.51,373.6275
1139,Y,S19,A246,33,4,1362.866667,454.2888889,1206.55,482.62
1140,Y,S19,A246,40,4,3455.155,628.21,1255,627.5
1141,Y,S19,A246,19,2,1286.09,771.654,1101.77,1101.77
1142,Y,S19,A246,29,5,2721,1632.6,0,0
1143,Y,S19,A246,55,5,2277.5,2277.5,2065,2065
1145,N,S19,A246,23,0,7342.048833,1438.911111,8583.07288,1606.466667
1146,Y,S19,A246,32,4,3315.833333,828.9583333,1489,372.25
1147,Y,S19,A246,26,3,2601.25,1300.625,3898,1949
1148,Y,S19,A246,31,1,494.8366667,296.902,512.255,256.1275
1149,Y,S19,A246,38,6,2501,750.3,0,0
1150,Y,S19,A246,31,2,2126.25,531.5625,2805,935
1152,Y,S19,A246,29,5,778.5,519,778.5,519
1158,Y,S09,A372,46,1,4772,1908.8,1995,1995
1159,Y,S19,A246,58,1,915.4742857,640.832,858.33,490.4742857
1160,Y,S19,A246,34,4,2623,786.9,1913.5,637.8333333
1162,Y,S19,A246,41,3,1179.1,707.46,1179.1,707.46
1164,Y,S22,A246,39,5,3900,866.6666667,3900,866.6666667
1169,Y,S19,A246,30,6,3309.5,1323.8,0,0
1172,Y,S19,A246,25,1,3272.053333,1090.684444,1160.58,773.72
1174,N,S19,A246,39,2,2617.303333,490.744375,1717.625,490.75
1175,Y,S19,A246,34,4,3828,1276,3828,1276
1176,N,S19,A246,56,2,3012.73,401.6973333,2921.45,292.145
1178,Y,S19,A246,31,2,1743.85,653.94375,2016.275,576.0785714
1179,N,S19,A350,27,2,3138.703333,1046.234444,3657.11,914.2775
1180,Y,S19,A246,49,1,2924.873333,548.41375,2924.873333,548.41375
1183,Y,S19,A246,46,5,3812,953,3812,953
1185,Y,S19,A246,32,3,7342.048833,942.68375,7541.47,942.68375
1193,Y,S19,A246,72,2,4552.78,1138.195,4552.78,1138.195
1199,Y,S19,A246,36,2,4181.16,929.1466667,4181.16,929.1466667
1211,Y,S19,A246,28,2,2524.44,721.2685714,2524.44,721.2685714
1219,Y,S19,A246,38,2,1690.483333,563.4944444,1690.483333,563.4944444
1228,Y,S19,A246,26,2,2977.75,850.7857143,2977.75,850.7857143
1234,Y,S19,A246,27,3,3605.5,554.6923077,3605.5,554.6923077
1235,Y,S19,A246,23,2,2557.2,2557.2,2557.2,2557.2
1238,Y,S19,A246,31,3,4903,891.4545455,4903,891.4545455
1240,Y,S19,A246,34,4,2361,1574,2361,1574
1241,Y,S19,A246,31,3,2999.5,599.9,2999.5,599.9
1242,N,S19,A246,31,0,3316,994.8,3316,994.8
1245,Y,S19,A246,66,1,815.255,543.5033333,815.255,543.5033333
1247,Y,S19,A246,58,0,2999.005,1999.336667,2999.005,1999.336667
1249,N,S19,A350,26,1,3796.5,759.3,3796.5,759.3
1250,Y,S19,A246,24,0,2355.333333,1177.666667,2355.333333,1177.666667
1253,Y,S19,A246,31,2,2197.63,2197.63,2197.63,2197.63
1259,N,S19,A246,24,0,1726.294,663.9592308,1726.294,663.9592308
1295,Y,S32,A212,30,3,4300.5,1228.714286,4300.5,1228.714286
1297,N,S16,A042,30,2,5250,2956.41,5250,3778.497
1299,Y,S32,A212,66,2,7166.38,1433.276,4078.95,1631.58
1300,Y,S24,A058,34,5,1346,269.2,2097,233
1301,Y,S32,A212,27,4,1262.718333,631.3591667,355,355
1302,Y,S33,A074,31,1,2658.936667,1994.2025,3140.905,2093.936667
1303,N,S32,A212,24,3,1201.625,801.0833333,1201.625,801.0833333
1304,N,S32,A212,50,0,2996,1123.5,2996,1123.5
1305,N,S24,A066,28,2,4325.5675,1017.780588,4174.29,1001.8296
1306,Y,S01,A212,33,4,1923.05,961.525,5175,1725
1308,Y,S33,A074,33,3,2318,463.6,3630,907.5
1310,N,S32,A334,46,0,2203.666667,826.375,2095,952.2727273
1311,Y,S32,A212,50,2,1962.696,700.9628571,2377.48,594.37
1312,N,S30,A006,34,0,1931.5,482.875,3614,516.2857143
1313,Y,S32,A212,58,2,4948.255,1237.06375,4948.255,1237.06375
1314,N,S32,A212,51,3,1926.8,481.7,2402.1,480.42
1315,N,S32,A212,40,2,2050.5,1367,2050.5,1367
1316,Y,S32,A212,26,1,1860,1240,990,990
1317,Y,S32,A212,22,2,2754.3575,648.0841176,7201.93,1440.386
1318,Y,S32,A212,41,0,1071.375,535.6875,1019.15,1019.15
1319,N,S32,A212,25,1,1428.385,476.1283333,1778.513333,533.554
1320,Y,S32,A212,44,2,1521.025,434.5785714,1310.68,327.67
1321,Y,S32,A212,23,2,1085.43,434.172,1784.36,594.7866667
1322,Y,S32,A212,67,5,2110.7,603.0571429,1200,600
1323,Y,S33,A074,37,1,688.15,344.075,735.45,245.15
1325,Y,S32,A212,45,4,1712,856,1712,856
1326,Y,S32,A212,39,5,1307.85,726.5833333,899,899
1327,Y,S32,A150,33,2,2844.125,812.6071429,2492.25,830.75
1328,Y,S32,A212,43,5,925,616.6666667,1504,752
1329,Y,S32,A212,34,6,1897.666667,711.625,0,0
1330,Y,S32,A212,24,6,995,497.5,0,0
1333,Y,S32,A212,29,1,1599.67,799.835,1599.67,799.835
1336,Y,S32,A250,32,5,695,521.25,100,100
1337,Y,S32,A212,38,0,5348,764,2902,1451
1338,Y,S32,A212,62,4,1322.1,480.7636364,1502,751
1339,Y,S32,A212,19,4,1584.84,432.2290909,3002,750.5
1340,Y,S32,A212,25,5,1473.75,1179,1595,1595
1341,Y,S32,A212,33,3,1845,615,1224,612
1342,Y,S32,A212,38,1,1049.753333,572.5927273,1461.51,974.34
1343,Y,S32,A212,36,5,3269.1,754.4076923,2337.6,467.52
1344,Y,S32,A212,25,1,1290.0875,573.3722222,1794.35,897.175
1345,Y,S32,A212,31,2,814,542.6666667,524,524
1346,Y,S32,A212,26,2,1483.47,494.49,1263.94,421.3133333
1347,Y,S32,A212,28,1,3029.405,1211.762,4559.81,1139.9525
1348,N,S33,A154,25,1,991.975,566.8428571,1419.95,946.6333333
1349,Y,S32,A212,46,5,2039,679.6666667,1099,1099
1350,Y,S32,A212,43,5,1358.61875,603.8305556,423.6,141.2
1351,Y,S32,A212,47,5,1597.666667,1597.666667,2795,2795
1352,N,S32,A212,26,0,2090.025,836.01,2882.9,960.9666667
1353,Y,S32,A212,22,2,1368.327143,598.643125,1697.515,679.006
1354,Y,S24,A066,44,0,1363.275,272.655,1171,234.2
1355,Y,S32,A212,30,4,2319.333333,1391.6,2534,1689.333333
1356,Y,S32,A212,28,6,1082.5,1082.5,0,0
1357,Y,S32,A079,61,5,1446.005,723.0025,899,899
1358,N,S05,A170,21,2,1364.845,682.4225,1956.38,652.1266667
1359,Y,S32,A212,38,2,2063.8625,635.0346154,499,499
1360,Y,S32,A212,36,6,3149.5,572.6363636,0,0
1361,Y,S32,A212,21,3,2247.75,599.4,3000.5,600.1
1362,Y,S32,A212,29,4,1761.5,587.1666667,2389,1194.5
1363,Y,S30,A225,26,2,1359.505,906.3366667,1174.5,1174.5
1365,Y,S32,A212,25,5,2226.666667,742.2222222,2299,766.3333333
1366,Y,S32,A079,25,1,2871.5,1148.6,3993,998.25
1367,Y,S32,A212,38,3,2484.7875,1419.878571,2772.5,2772.5
1368,N,S32,A212,29,2,1529.234,509.7446667,1090.685,363.5616667
1369,Y,S32,A212,26,1,2554,1702.666667,1849,1849
1370,Y,S32,A114,26,5,2376.8,713.04,4453,1113.25
1371,Y,S32,A212,22,4,649.6666667,649.6666667,575,575
1372,Y,S32,A212,27,3,2000.875,1143.357143,1000,500
1373,Y,S09,A371,52,0,2889.866667,963.2888889,3948,987
1374,Y,S32,A212,20,2,1144.583333,490.5357143,1337.333333,573.1428571
1375,Y,S32,A212,59,5,3088.666667,926.6,1704,852
1376,N,S32,A212,49,2,1353.306,751.8366667,948,474
1377,N,S16,A136,24,3,2327.7,775.9,1304,652
1378,Y,S32,A154,26,5,1404.075,624.0333333,650,325
1379,Y,S32,A212,24,6,2879.3,1439.65,0,0
1380,Y,S32,A250,20,0,339.25,271.4,302.3333333,226.75
1381,Y,S32,A212,33,6,1407,703.5,0,0
1382,Y,S32,A212,34,1,1054.048333,486.4838462,1639.096667,614.66125
1383,N,S32,A212,26,0,2437.333333,1044.571429,2557,1022.8
1384,Y,S32,A212,27,6,2638.633333,527.7266667,0,0
1385,Y,S05,A170,34,5,3730.45,497.3933333,1989,198.9
1386,Y,S32,A212,33,3,1057.633333,528.8166667,225,225
1387,Y,S32,A212,36,6,1150.76125,418.4586364,0,0
1388,Y,S32,A212,34,5,2121.2,757.5714286,2451,817
1389,Y,S32,A212,34,2,2408.105,875.6745455,1543.473333,661.4885714
1391,Y,S32,A212,52,4,807.375,403.6875,820,410
1392,Y,S32,A212,34,2,1264.11,632.055,2218.33,1109.165
1393,Y,S32,A212,40,5,3047,1015.666667,2300,1150
1395,Y,S32,A212,35,1,2891.87,542.225625,3326.305,554.3841667
1396,Y,S32,A212,34,0,1466.2,439.86,547.5,219
1397,Y,S32,A212,51,3,4455.1,1485.033333,7211.2,1442.24
1398,Y,S32,A001,18,6,2171.7,1447.8,0,0
1399,Y,S32,A212,21,4,1378.333333,413.5,1815.5,453.875
1400,Y,S32,A212,25,2,1347.28,898.1866667,1025.32,1025.32
1401,Y,S34,A016,20,1,559.66,279.83,277.99,185.3266667
1402,N,S32,A212,26,2,1169.666667,584.8333333,1160,290
1403,Y,S32,A212,44,0,1158,482.5,617,308.5
1404,Y,S32,A212,29,5,2601.5,1734.333333,2601.5,1734.333333
1405,Y,S32,A212,34,6,1551,775.5,0,0
1406,Y,S32,A212,32,3,1698.46,1061.5375,1465.333333,1099
1407,Y,S32,A212,28,1,1830.29,610.0966667,889.87,889.87
1408,Y,S32,A212,41,4,2101.5,1401,2304,1152
1409,Y,S32,A212,48,3,4408.5,734.75,2321,386.8333333
1410,N,S32,A212,24,5,1461.5,365.375,2173,434.6
1412,Y,S32,A212,47,0,3135.163333,1045.054444,3301.245,1100.415
1413,Y,S32,A212,41,6,4168,1389.333333,0,0
1414,Y,S32,A212,18,0,3052.5,678.3333333,1604,802
1420,Y,S32,A212,24,1,4921.61,894.8381818,4442.22,740.37
1422,N,S32,A212,26,3,2524.75,594.0588235,3255.333333,697.5714286
1425,N,S32,A212,34,2,1237.34,353.5257143,1805.43,361.086
1430,Y,S32,A154,26,5,3826.505,1530.602,3826.505,1530.602
1431,Y,S19,A350,36,5,1872,468,1872,468
1435,Y,S32,A212,24,0,1045.005,522.5025,1045.005,522.5025
1438,Y,S32,A212,34,2,815.325,815.325,815.325,815.325
1442,Y,S32,A212,24,3,1771.5,708.6,1771.5,708.6
1449,Y,S34,A206,52,3,2201.5,1467.666667,2201.5,1467.666667
1450,Y,S18,A330,22,0,2133.333333,1066.666667,2133.333333,1066.666667
1451,N,S32,A212,28,0,1148.666667,861.5,1148.666667,861.5
1456,Y,S32,A212,24,2,1974,438.6666667,1974,438.6666667
1471,Y,S32,A212,29,0,721.5866667,432.952,721.5866667,432.952
1501,N,S16,A249,33,2,2933.435,651.8744444,2933.435,651.8744444
1502,Y,S16,A053,28,1,6699.862,1763.121579,8384.01,1676.802
1504,Y,S16,A042,38,1,1580.33,526.7766667,1580.33,526.7766667
1505,Y,S16,A042,36,3,1887.74,858.0636364,4995,3778.497
1506,Y,S16,A042,31,2,4443.635,987.4744444,4443.635,987.4744444
1507,Y,S17,A042,29,5,2859,1072.125,3368,1122.666667
1508,N,S16,A042,34,2,2284.51,652.7171429,3806.02,761.204
1509,N,S28,A119,42,0,7342.048833,1043.708088,7151.533333,932.8086957
1510,Y,S16,A042,37,2,2890.793333,2168.095,2582.38,1291.19
1511,N,S16,A042,27,2,4166.306364,2291.4685,2957.423333,2218.0675
1512,Y,S16,A042,30,3,3760.7,1044.638889,7800,1300
1515,Y,S16,A042,38,5,5013.503333,716.2147619,3360,840
1516,N,S30,A006,41,2,1081.35,1081.35,1322.525,1322.525
1519,Y,S16,A366,25,4,1135,908,150,150
1520,Y,S16,A042,27,0,2141.333333,1606,1795,1795
1521,Y,S16,A042,20,2,1761.39,1056.834,1644.585,822.2925
1522,Y,S34,,51,1,553.49,276.745,261.98,261.98
1524,Y,S16,A042,36,2,924.1825,568.7276923,1443.23,1443.23
1525,N,S16,A042,32,3,2364.5,675.5714286,1395,1395
1529,Y,S16,A042,33,1,3070.546667,1151.455,2051.34,683.78
1530,Y,S16,A042,48,2,3218.616,946.6517647,1209.88,604.94
1531,Y,S16,A042,40,2,3717.625,1858.8125,4145.25,1381.75
1532,Y,S16,A042,33,5,2229.333333,955.4285714,1398,699
1533,Y,S28,A083,32,0,2999.5,1999.666667,2800,1400
1534,Y,S16,A235,25,1,1004.586,358.7807143,1289.93,322.4825
1535,Y,S16,A042,28,0,3219.8,1238.384615,4646.666667,1548.888889
1536,Y,S16,A042,25,1,1757.926667,753.3971429,3075.78,768.945
1537,Y,S16,A042,35,1,970.215,388.086,817.43,817.43
1538,Y,S16,A042,32,2,2188.893333,505.1292308,1893.68,378.736
1539,Y,S16,A042,28,2,3177.243333,953.173,2868.48,717.12
1540,Y,S02,A357,30,3,2667,820.6153846,2831,808.8571429
1541,Y,S16,A042,25,1,2698.35,490.6090909,2031.9,338.65
1542,Y,S16,A042,37,5,3131.666667,939.5,895,895
1543,Y,S16,A148,52,5,2034.25,813.7,1695,1695
1544,Y,S16,A042,27,2,2196.17,658.851,3454,863.5
1545,Y,S16,A042,30,2,1280.195,731.54,961.39,384.556
1546,Y,S16,A042,31,2,4658.37,931.674,7192.74,1027.534286
1547,Y,S16,A042,28,2,1800.816667,982.2636364,2000,2000
1548,Y,S16,A042,37,2,2752.604,983.0728571,1631.51,1087.673333
1549,Y,S16,A042,31,5,2419,967.6,990.5,396.2
1550,Y,S16,A042,33,3,1820.75,809.2222222,2521.5,720.4285714
1551,Y,S16,A042,40,4,1730.666667,649,548,274
1552,Y,S16,A042,26,0,1651,825.5,1603,534.3333333
1553,Y,S16,A042,26,3,1765.333333,882.6666667,2599,866.3333333
1554,Y,S16,A042,32,3,7161.7,2387.233333,6838.5,2735.4
1555,Y,S16,A042,35,4,1595.5,638.2,1095,1095
1556,Y,S16,A042,43,2,573.125,382.0833333,625,625
1557,Y,S16,A042,19,3,575,383.3333333,975,487.5
1558,Y,S16,A042,29,1,918.5,229.625,404,202
1559,N,S16,A042,28,2,1518.5,607.4,2338,584.5
1562,Y,S16,A042,24,3,4448,1482.666667,3603,1201
1563,Y,S16,A042,30,4,3081.2,1540.6,5203,1734.333333
1564,Y,S16,A042,38,5,3616.13,452.01625,2948,737
1566,Y,S16,A042,43,2,2329.615,776.5383333,1289.72,644.86
1567,Y,S16,A042,39,0,2471.696667,529.6492857,2712.545,452.0908333
1568,N,S16,A042,24,1,1425,712.5,2575,858.3333333
1570,N,S16,A042,28,6,2246.5,1497.666667,0,0
